group,treated,treated_male,treated_upvotes,id,male,age,job_raw,region_raw,poli_conserv,poli_conserv_fill,party_raw,party_liberal,party_conserv,metoo_attitude,comm_attitude,comm_hate,comm_liking,comm_user_attitude,comm_report,reply_attitude,reply_upvotes,reply_maleportion,reply_socialnorm,reply_liking,reply_user_attitude,reply_user_realname,reply_user_male,reply_user_female,reply_user_dontknow,reply_report,youtube_attitude,youtube_selfcorrection,youtube_regulation,law_individual,law_company,education,income
1,0,0,0,7110b0c,0,37,경영/관리직,경기,2,2,1,1,0,3,3,2,2,3,2,,,,,,,,,,,,4,2,4,4,3,6,5
1,0,0,0,1af3b83,0,51,전업주부,경기,3,3,,0,0,5,1,5,1,1,5,,,,,,,,,,,,2,4,5,5,5,2,4
1,0,0,0,a5273a6,1,51,경영/관리직,경기,1,1,1,1,0,4,3,4,2,2,3,,,,,,,,,,,,4,4,5,3,3,8,11
1,0,0,0,758f056,0,53,경영/관리직,대구,3,3,,0,0,3,2,4,3,3,3,,,,,,,,,,,,3,4,4,3,3,8,11
1,0,0,0,d73b534,0,53,판매/영업 서비스직,경남,3,3,1,1,0,3,2,3,3,3,3,,,,,,,,,,,,3,4,4,4,4,4,6
1,0,0,0,b702e0e,0,34,전업주부,경기,2,2,1,1,0,5,1,5,1,1,4,,,,,,,,,,,,3,2,4,4,4,4,8
1,0,0,0,a231ab9,1,24,대학생,경기,,3,2,0,1,3,3,3,3,3,3,,,,,,,,,,,,3,3,3,3,3,2,1
1,0,0,0,558de45,0,50,자유/전문직,전남,2,2,1,1,0,4,2,2,2,2,3,,,,,,,,,,,,3,4,4,4,4,6,4
1,0,0,0,ce75e4a,1,54,사무/기술직,경기,1,1,1,1,0,5,1,3,1,1,4,,,,,,,,,,,,3,3,3,4,4,2,6
1,0,0,0,00cde3e,0,55,전업주부,서울,3,3,1,1,0,5,1,4,1,1,2,,,,,,,,,,,,3,4,4,4,5,6,5
1,0,0,0,fcf1783,1,46,기능/작업직,경기,4,4,2,0,1,4,3,2,2,3,1,,,,,,,,,,,,4,5,5,4,4,2,4
1,0,0,0,e83509c,0,41,자유/전문직,서울,3,3,,0,0,3,2,2,4,3,1,,,,,,,,,,,,5,4,4,4,5,6,9
1,0,0,0,c025406,0,54,자영업,전북,2,2,1,1,0,2,4,3,3,4,2,,,,,,,,,,,,2,5,4,4,3,4,6
1,0,0,0,ec0eace,1,28,사무/기술직,서울,3,3,,0,0,3,1,2,1,2,4,,,,,,,,,,,,5,4,5,5,5,6,5
1,0,0,0,e620ebd,1,28,사무/기술직,인천,2,2,1,1,0,2,2,4,2,2,1,,,,,,,,,,,,4,2,1,4,2,6,7
1,0,0,0,9a06817,1,46,자영업,광주,,3,1,1,0,4,3,4,3,3,3,,,,,,,,,,,,3,3,4,4,4,4,4
1,0,0,0,98fe504,1,20,대학생,제주,3,3,4,0,0,1,3,2,1,3,1,,,,,,,,,,,,3,3,3,4,2,5,3
1,0,0,0,07ebaca,1,32,사무/기술직,경기,,3,,0,0,2,2,3,1,2,1,,,,,,,,,,,,4,2,3,3,3,4,5
1,0,0,0,13fc346,1,55,경영/관리직,서울,3,3,,0,0,4,2,4,1,2,2,,,,,,,,,,,,4,2,4,4,4,6,11
1,0,0,0,c53b53f,1,53,판매/영업 서비스직,경기,1,1,1,1,0,4,2,4,1,2,1,,,,,,,,,,,,3,4,3,1,3,6,9
1,0,0,0,a321542,0,33,사무/기술직,경기,2,2,1,1,0,5,1,5,1,1,5,,,,,,,,,,,,3,2,4,4,4,6,8
1,0,0,0,1338a5d,1,50,자유/전문직,서울,4,4,,0,0,3,4,2,3,3,2,,,,,,,,,,,,4,4,4,5,5,8,4
1,0,0,0,8ac1d84,0,41,사무/기술직,경기,3,3,1,1,0,4,1,4,1,1,4,,,,,,,,,,,,3,4,4,4,5,4,5
1,0,0,0,c1c8875,0,34,전업주부,부산,3,3,1,1,0,5,1,5,1,1,4,,,,,,,,,,,,2,3,2,3,4,6,6
1,0,0,0,1fcca93,0,49,전업주부,인천,3,3,,0,0,3,2,4,1,2,2,,,,,,,,,,,,4,2,2,4,3,6,6
1,0,0,0,a9c8e23,1,38,사무/기술직,서울,3,3,1,1,0,3,2,4,1,2,1,,,,,,,,,,,,3,4,2,4,4,4,4
1,0,0,0,58f3c1a,1,42,기타,전북,3,3,1,1,0,3,4,3,3,3,2,,,,,,,,,,,,4,4,4,4,3,4,2
1,0,0,0,f3bef73,1,51,경영/관리직,경기,2,2,1,1,0,2,1,5,1,2,3,,,,,,,,,,,,3,3,2,4,5,6,6
1,0,0,0,3b7c0ec,1,32,자유/전문직,경기,3,3,,0,0,3,2,2,2,3,2,,,,,,,,,,,,3,3,2,3,3,8,3
1,0,0,0,31dc400,1,51,사무/기술직,서울,3,3,3,1,0,4,1,5,5,2,4,,,,,,,,,,,,4,4,4,4,4,2,4
1,0,0,0,66c6dfc,0,30,전업주부,서울,2,2,1,1,0,3,2,4,1,2,2,,,,,,,,,,,,3,2,4,4,4,6,6
1,0,0,0,3b9b861,0,50,사무/기술직,서울,4,4,1,1,0,4,2,4,2,2,4,,,,,,,,,,,,3,4,4,4,4,6,7
1,0,0,0,5df307b,1,57,경영/관리직,서울,2,2,1,1,0,4,1,4,2,2,3,,,,,,,,,,,,3,4,4,4,4,6,5
1,0,0,0,59390ae,0,45,사무/기술직,전남,2,2,1,1,0,4,2,4,3,2,2,,,,,,,,,,,,3,3,4,4,4,5,6
1,0,0,0,d729f35,0,41,자영업,경북,3,3,,0,0,4,2,4,1,2,3,,,,,,,,,,,,3,3,4,4,4,4,8
1,0,0,0,50cca08,0,56,전업주부,경기,4,4,2,0,1,4,1,5,1,1,4,,,,,,,,,,,,1,4,4,5,5,6,6
1,0,0,0,4a818da,1,32,대학원생,인천,1,1,1,1,0,3,2,2,1,3,1,,,,,,,,,,,,4,4,3,4,4,7,3
1,0,0,0,2e98c76,0,49,전업주부,경남,4,4,2,0,1,4,3,2,2,2,2,,,,,,,,,,,,4,4,5,4,4,2,4
1,0,0,0,09ee6df,0,55,기타,서울,4,4,2,0,1,4,3,3,2,2,3,,,,,,,,,,,,4,3,4,4,4,6,9
1,0,0,0,8acd6ab,0,52,전업주부,경기,,3,,0,0,1,1,1,1,1,1,,,,,,,,,,,,1,1,1,1,1,8,1
1,0,0,0,df2d3c0,0,40,경영/관리직,서울,2,2,,0,0,4,1,4,1,1,4,,,,,,,,,,,,4,3,4,4,4,6,8
1,0,0,0,f30cf86,0,45,전업주부,경기,,3,2,0,1,5,2,5,1,2,1,,,,,,,,,,,,2,3,4,5,5,2,4
1,0,0,0,c5e1076,1,49,판매/영업 서비스직,경기,3,3,,0,0,3,4,3,3,3,3,,,,,,,,,,,,3,3,3,3,3,6,5
1,0,0,0,eabfedd,1,46,사무/기술직,서울,2,2,1,1,0,1,5,1,5,5,1,,,,,,,,,,,,5,5,3,5,5,6,6
1,0,0,0,5466e09,1,44,사무/기술직,서울,3,3,,0,0,3,2,4,1,2,3,,,,,,,,,,,,2,3,3,5,3,6,5
1,0,0,0,1ccc5e3,1,44,사무/기술직,경기,3,3,,0,0,2,4,3,4,4,2,,,,,,,,,,,,3,3,3,2,2,4,6
1,0,0,0,f0c9b70,1,29,대학생,경기,2,2,1,1,0,5,1,5,1,1,5,,,,,,,,,,,,5,5,5,5,5,6,4
1,0,0,0,fbff568,1,47,자영업,경기,3,3,2,0,1,3,4,4,4,3,4,,,,,,,,,,,,3,4,3,5,5,6,7
1,0,0,0,25dd930,0,38,사무/기술직,경기,3,3,,0,0,3,2,3,2,2,3,,,,,,,,,,,,3,4,3,3,3,4,8
1,0,0,0,cc644e3,1,53,경영/관리직,경기,2,2,1,1,0,3,3,4,2,2,3,,,,,,,,,,,,4,4,3,2,2,6,9
1,0,0,0,b1ee562,0,35,사무/기술직,서울,2,2,1,1,0,5,3,3,4,4,4,,,,,,,,,,,,3,3,3,5,4,6,6
1,0,0,0,cf0ca6f,1,51,사무/기술직,서울,2,2,1,1,0,3,3,4,3,3,4,,,,,,,,,,,,2,2,5,5,5,6,9
1,0,0,0,4c98866,0,54,전업주부,서울,4,4,,0,0,4,1,5,1,1,3,,,,,,,,,,,,3,1,5,5,5,8,11
1,0,0,0,d500899,0,23,자유/전문직,경기,2,2,1,1,0,4,3,5,2,3,3,,,,,,,,,,,,5,4,3,3,3,2,3
1,0,0,0,02f20c1,1,51,경영/관리직,광주,4,4,1,1,0,3,3,3,2,3,1,,,,,,,,,,,,3,3,3,3,3,5,9
1,0,0,0,25a5e37,1,35,사무/기술직,서울,4,4,2,0,1,4,2,4,1,1,3,,,,,,,,,,,,3,2,3,3,4,6,9
1,0,0,0,4d71d80,1,37,사무/기술직,경기,2,2,1,1,0,3,3,4,3,3,2,,,,,,,,,,,,3,3,5,3,3,6,5
1,0,0,0,fca7672,0,54,사무/기술직,인천,4,4,,0,0,5,1,5,1,1,2,,,,,,,,,,,,2,2,4,4,4,2,11
1,0,0,0,2930e04,0,33,기타,경남,,3,,0,0,3,3,3,2,3,3,,,,,,,,,,,,4,3,3,4,4,4,3
1,0,0,0,2c2967a,0,38,기능/작업직,서울,3,3,,0,0,5,1,5,1,1,5,,,,,,,,,,,,5,4,5,5,5,6,6
1,0,0,0,13c6c77,1,51,자영업,경기,3,3,,0,0,3,2,4,1,1,3,,,,,,,,,,,,4,2,1,1,1,4,6
1,0,0,0,c354908,0,31,사무/기술직,서울,3,3,,0,0,4,2,4,2,2,2,,,,,,,,,,,,4,5,3,3,2,6,5
1,0,0,0,e400189,1,25,사무/기술직,서울,3,3,,0,0,3,3,3,3,3,3,,,,,,,,,,,,3,3,3,3,3,2,5
1,0,0,0,b07b6c4,1,44,사무/기술직,경기,3,3,2,0,1,3,3,3,4,3,3,,,,,,,,,,,,3,3,3,3,3,6,5
1,0,0,0,0eb37fa,1,42,기타,강원,,3,,0,0,3,3,3,3,3,3,,,,,,,,,,,,3,3,3,3,3,6,4
1,0,0,0,9fd67c4,0,34,전업주부,경기,2,2,1,1,0,4,1,5,1,1,5,,,,,,,,,,,,4,4,3,4,4,6,4
2,1,0,0,f68c27e,1,21,판매/영업 서비스직,서울,2,2,1,1,0,3,1,5,1,1,5,5,5,4,5,5,5,0,1,0,0,1,3,1,5,5,5,6,8
2,1,0,0,9d660a9,1,55,자유/전문직,서울,2,2,1,1,0,4,2,2,2,2,4,4,4,3,4,4,4,1,0,1,0,2,4,4,4,3,4,6,9
2,1,0,0,1330cef,1,56,경영/관리직,서울,4,4,6,0,0,3,2,3,2,3,2,3,3,3,3,2,2,0,0,1,0,2,4,4,3,3,3,6,8
2,1,0,0,cda00c7,1,51,사무/기술직,강원,3,3,,0,0,3,4,3,2,3,3,4,4,3,3,3,4,0,0,0,1,2,4,4,4,3,4,4,5
2,1,0,0,9b3634d,0,30,사무/기술직,경기,1,1,1,1,0,3,1,5,2,2,3,5,5,1,3,3,3,1,0,1,0,2,4,5,5,5,5,8,8
2,1,0,0,c69a6b5,1,46,사무/기술직,경기,2,2,1,1,0,3,2,3,2,3,3,4,4,3,4,4,4,1,0,1,0,2,3,3,4,3,4,8,9
2,1,0,0,47795bd,1,51,판매/영업 서비스직,충남,4,4,,0,0,3,2,2,2,2,3,4,4,1,5,4,4,1,0,1,0,3,5,4,3,4,4,2,6
2,1,0,0,cbd622d,1,24,대학생,서울,2,2,1,1,0,3,2,4,1,2,2,4,4,1,4,1,4,1,0,1,0,1,3,3,3,3,3,5,4
2,1,0,0,eb6c360,1,50,사무/기술직,경기,3,3,,0,0,4,3,4,2,2,2,4,4,2,2,3,4,1,0,1,0,1,4,4,3,4,4,6,7
2,1,0,0,781598f,1,54,판매/영업 서비스직,대전,4,4,2,0,1,4,3,3,3,2,3,4,5,2,4,4,4,1,0,1,0,3,4,3,3,3,3,6,7
2,1,0,0,5024615,1,37,자유/전문직,서울,2,2,1,1,0,4,1,5,1,1,2,5,5,2,5,5,4,0,0,1,0,1,4,3,3,4,4,6,11
2,1,0,0,5b9ce09,0,30,사무/기술직,서울,4,4,1,1,0,5,1,5,1,1,5,5,5,2,5,5,5,1,0,1,0,1,3,2,4,5,5,6,6
2,1,0,0,f956e47,0,28,전업주부,경기,3,3,1,1,0,4,2,4,2,2,2,4,4,2,3,3,4,1,0,1,0,1,3,3,3,4,4,6,3
2,1,0,0,c1507f8,0,42,경영/관리직,서울,4,4,2,0,1,4,1,4,2,1,2,5,4,2,4,4,4,1,0,1,0,1,3,3,2,3,4,8,11
2,1,0,0,255569f,0,50,사무/기술직,서울,3,3,2,0,1,2,3,3,2,2,3,3,3,2,3,1,3,0,0,1,0,2,3,3,3,3,3,6,5
2,1,0,0,0f7cf2c,0,54,자유/전문직,경기,4,4,,0,0,5,1,4,1,2,3,4,4,2,3,3,4,1,0,1,0,2,4,3,4,4,4,6,10
2,1,0,0,330155c,1,46,기능/작업직,인천,2,2,3,1,0,3,3,3,3,3,2,4,4,2,3,3,3,0,0,1,0,2,3,4,4,4,4,2,4
2,1,0,0,7ded0dc,1,44,경영/관리직,경기,2,2,1,1,0,4,4,2,5,4,2,5,5,2,4,4,4,0,0,1,0,4,4,4,4,4,4,4,5
2,1,0,0,88870ae,0,47,사무/기술직,경기,5,5,1,1,0,5,1,5,1,1,5,5,5,1,5,5,5,0,0,1,0,1,4,4,5,5,5,5,7
2,1,0,0,97f06df,0,28,무직,경남,3,3,,0,0,5,1,5,1,1,5,5,5,1,5,5,5,1,0,1,0,1,4,4,4,5,5,6,5
2,1,0,0,017925b,0,51,전업주부,경기,2,2,,0,0,3,2,4,2,2,2,4,4,1,3,3,3,1,0,1,0,2,3,2,3,4,4,4,4
2,1,0,0,143d812,0,36,전업주부,서울,4,4,2,0,1,4,1,4,4,1,3,4,4,1,3,4,4,1,0,1,0,1,4,3,4,3,4,6,8
2,1,0,0,37b67bb,1,21,대학생,경기,3,3,,0,0,3,2,4,2,2,3,4,3,2,4,3,3,1,0,1,0,2,4,4,3,2,2,5,11
2,1,0,0,ce1e41b,1,34,무직,부산,,3,,0,0,3,2,3,2,2,2,4,4,2,4,4,4,1,0,1,0,2,4,3,4,5,5,2,3
2,1,0,0,63163e8,1,49,사무/기술직,인천,2,2,5,1,0,5,1,5,1,1,5,4,4,3,4,4,4,0,0,0,1,2,3,3,5,5,5,8,4
2,1,0,0,04570a6,0,22,대학생,서울,3,3,3,1,0,5,1,4,1,1,4,5,5,2,3,4,4,0,0,1,0,1,3,4,4,4,4,3,3
2,1,0,0,c0a8884,0,33,사무/기술직,대전,2,2,,0,0,5,1,5,2,2,4,5,5,2,5,5,5,0,0,1,0,5,3,4,5,5,5,6,3
2,1,0,0,adc1162,0,29,사무/기술직,서울,2,2,1,1,0,5,1,5,1,1,5,5,5,1,5,5,5,1,0,1,0,1,3,1,3,5,5,6,11
2,1,0,0,c2b6792,1,32,사무/기술직,경남,4,4,2,0,1,2,2,5,1,1,3,4,4,1,4,3,2,1,0,1,0,3,2,5,5,4,4,6,4
2,1,0,0,fef99c5,1,36,자유/전문직,경기,3,3,1,1,0,4,1,5,1,1,5,5,4,2,4,5,5,1,0,1,0,1,4,4,4,5,5,5,3
2,1,0,0,79967aa,0,30,사무/기술직,서울,,3,,0,0,5,1,5,1,1,5,5,3,2,3,5,5,1,0,1,0,1,4,3,4,4,4,6,6
2,1,0,0,93c8f0b,1,41,기능/작업직,경북,3,3,4,0,0,2,3,2,2,3,1,3,3,1,3,1,3,0,0,1,0,1,1,1,4,1,1,2,2
2,1,0,0,2a74cdc,0,27,자유/전문직,서울,2,2,3,1,0,4,1,5,1,1,2,5,5,3,4,2,4,1,0,1,0,1,4,3,3,4,4,6,7
2,1,0,0,edc3002,1,44,경영/관리직,경기,4,4,,0,0,2,3,2,4,4,2,4,4,1,4,3,3,0,0,1,0,2,4,4,2,2,2,6,9
2,1,0,0,50ce52e,1,24,무직,부산,,3,,0,0,3,2,4,2,2,2,3,3,2,3,2,3,1,0,0,1,2,3,3,4,3,4,2,6
2,1,0,0,ebc243d,0,34,사무/기술직,서울,2,2,1,1,0,4,2,4,2,2,3,4,4,3,3,4,4,0,0,1,0,1,3,3,3,4,4,6,6
2,1,0,0,482af77,1,36,사무/기술직,서울,2,2,1,1,0,3,2,4,2,2,4,4,4,2,4,4,4,0,0,1,0,2,4,4,3,4,4,6,4
2,1,0,0,b61b69c,1,31,사무/기술직,서울,3,3,,0,0,3,2,3,1,1,4,5,5,2,4,5,5,1,0,1,0,2,4,2,5,4,4,8,8
2,1,0,0,da20deb,1,40,사무/기술직,서울,2,2,1,1,0,3,3,3,2,3,2,4,4,2,4,3,3,0,0,1,0,2,4,4,3,3,3,6,6
2,1,0,0,3efb2fe,0,30,사무/기술직,경북,2,2,,0,0,4,2,3,1,2,3,5,4,2,4,5,5,1,0,1,0,1,3,3,5,4,5,6,6
2,1,0,0,e5f8dfb,1,24,대학생,서울,3,3,,0,0,3,3,2,2,3,2,4,3,3,4,3,3,0,0,0,1,1,4,2,4,5,3,5,7
2,1,0,0,bc2aa39,1,21,자유/전문직,강원,4,4,2,0,1,3,2,4,2,2,3,2,3,3,3,2,3,1,0,1,0,2,4,2,2,3,2,4,7
2,1,0,0,febfdf0,1,20,대학생,광주,3,3,1,1,0,1,2,4,1,2,3,4,3,3,5,3,5,0,0,0,1,1,4,5,2,3,4,5,6
2,1,0,0,1fa8e17,0,34,자영업,경남,3,3,2,0,1,3,3,4,1,3,1,4,3,2,4,1,3,0,0,1,0,1,3,2,4,4,3,2,3
2,1,0,0,f498fa0,1,20,대학생,서울,3,3,,0,0,3,2,1,2,2,3,5,4,2,4,3,4,0,0,0,1,1,3,4,4,3,3,5,1
2,1,0,0,0eb2177,1,21,대학생,서울,3,3,1,1,0,2,4,4,2,3,2,4,4,2,4,2,3,0,0,1,0,2,4,4,4,2,4,5,10
2,1,0,0,2194f77,1,31,사무/기술직,서울,4,4,1,1,0,3,3,3,2,3,2,3,3,2,3,3,3,0,0,1,0,2,3,3,3,4,4,6,8
2,1,0,0,edd57fd,1,39,기능/작업직,대전,3,3,1,1,0,3,2,5,1,2,4,5,5,2,4,5,5,0,0,1,0,2,3,4,5,5,5,6,5
2,1,0,0,3c49a6f,1,32,사무/기술직,충북,4,4,1,1,0,2,3,1,2,3,1,4,3,1,1,1,2,0,0,0,1,1,3,1,5,1,2,6,7
2,1,0,0,0eb09b1,1,51,경영/관리직,인천,4,4,3,1,0,3,4,2,2,4,2,2,2,1,4,2,2,0,0,1,0,2,3,3,4,4,4,2,6
2,1,0,0,c28ae48,1,50,경영/관리직,서울,4,4,,0,0,4,2,4,1,1,5,5,5,3,5,5,5,0,0,1,0,1,3,3,4,5,5,6,10
2,1,0,0,937b974,1,57,자영업,서울,2,2,1,1,0,3,2,4,2,2,2,4,4,1,3,4,3,0,0,1,0,2,3,3,4,2,3,6,11
2,1,0,0,5917e51,0,22,대학생,서울,3,3,,0,0,3,3,3,2,2,3,3,3,2,3,2,3,0,0,1,0,2,3,2,4,4,4,5,11
2,1,0,0,cb2cc6a,0,27,사무/기술직,서울,,3,,0,0,3,1,5,4,1,1,4,5,3,3,2,3,0,0,0,1,1,3,2,4,4,4,6,4
2,1,0,0,199edf9,0,53,전업주부,인천,2,2,1,1,0,5,1,1,1,1,5,5,5,4,5,5,5,0,0,1,0,1,3,3,5,5,5,2,8
2,1,0,0,164baa4,0,51,전업주부,서울,4,4,1,1,0,2,2,4,2,2,3,4,4,1,4,4,4,0,0,1,0,3,3,2,4,4,4,2,5
2,1,0,0,cba8b27,1,48,경영/관리직,서울,2,2,1,1,0,2,3,3,4,4,2,2,2,1,3,2,3,0,0,1,0,2,4,1,5,5,5,6,9
2,1,0,0,5168751,1,40,무직,인천,2,2,1,1,0,2,2,4,1,2,3,4,3,2,3,3,4,1,0,1,0,1,4,2,4,4,4,6,2
2,1,0,0,c5dd4b9,0,25,자유/전문직,경기,2,2,,0,0,4,1,5,5,1,5,5,3,1,5,5,5,1,0,0,1,1,3,3,5,5,5,8,9
2,1,0,0,48d7657,0,26,사무/기술직,경남,2,2,1,1,0,3,1,5,1,1,2,2,3,1,4,2,2,1,0,1,0,1,4,4,3,4,4,7,3
2,1,0,0,95e5345,0,24,무직,경기,4,4,,0,0,4,1,5,1,1,4,5,4,2,4,4,5,0,0,1,0,1,3,2,3,3,3,6,3
2,1,0,0,d2a03fc,1,22,무직,충남,5,5,2,0,1,2,4,2,5,4,2,4,4,2,4,4,4,1,0,1,0,2,5,5,3,1,5,5,4
2,1,0,0,f66d36d,1,24,대학생,부산,3,3,,0,0,2,3,3,1,3,1,3,2,2,3,1,3,0,0,1,0,1,4,2,3,3,3,5,7
2,1,0,0,d24680b,0,28,사무/기술직,경기,,3,1,1,0,4,1,4,1,2,3,4,4,2,4,4,4,0,0,1,0,2,4,4,4,4,4,4,6
2,1,0,0,e28dcaa,1,40,사무/기술직,경기,,3,1,1,0,3,2,4,2,2,4,3,3,2,3,3,4,0,0,0,1,3,3,4,4,4,4,6,3
2,1,0,0,b503d9b,0,42,자유/전문직,경기,2,2,1,1,0,3,2,5,1,1,2,3,3,2,3,2,4,0,0,1,0,1,2,2,5,4,4,2,5
2,1,0,0,5e9d2a4,0,27,자유/전문직,경기,,3,,0,0,3,1,5,1,1,2,4,3,1,3,2,3,1,0,1,0,1,3,4,4,4,3,7,11
2,1,0,0,836c409,0,28,자유/전문직,경기,3,3,1,1,0,5,1,5,1,1,4,4,5,5,4,4,4,1,0,1,0,1,4,4,4,4,4,6,5
2,1,0,0,c5b5f70,0,25,대학원생,서울,,3,,0,0,4,1,5,3,1,3,5,5,2,4,5,5,0,0,0,1,1,3,4,4,5,3,7,2
2,1,0,0,0a95e6d,1,27,사무/기술직,경기,3,3,,0,0,3,3,4,1,2,3,4,4,1,3,2,3,1,0,1,0,1,3,2,3,4,4,5,11
2,1,0,0,92d5ef7,1,58,자영업,전북,2,2,1,1,0,4,3,3,3,3,3,2,2,1,2,2,2,0,0,1,0,2,2,1,5,3,5,6,5
2,1,0,0,a9ebbf4,0,46,사무/기술직,서울,4,4,,0,0,3,1,5,1,1,4,5,5,2,4,5,5,1,0,1,0,1,4,4,5,5,4,4,2
2,1,0,0,da2cf9d,1,47,자유/전문직,서울,2,2,2,0,1,3,3,3,2,3,2,2,2,3,3,3,3,0,0,1,0,2,3,3,3,2,2,6,9
2,1,0,0,b317504,1,48,판매/영업 서비스직,경기,2,2,1,1,0,5,2,4,2,2,3,4,4,2,4,4,4,0,0,1,0,3,2,3,5,4,4,2,5
2,1,0,0,46d4b05,0,59,자유/전문직,경기,4,4,,0,0,4,3,3,3,3,2,4,4,2,4,2,4,0,0,1,0,2,3,4,4,2,4,4,5
2,1,0,0,ea7b80f,1,29,사무/기술직,서울,4,4,2,0,1,4,2,5,1,2,2,4,3,2,3,2,3,1,0,1,0,1,4,4,2,2,1,6,5
2,1,0,0,466e124,0,52,판매/영업 서비스직,경기,2,2,1,1,0,3,3,3,2,3,2,3,3,2,3,3,3,1,0,1,0,1,5,4,5,4,3,4,7
2,1,0,0,c6c52f9,0,27,사무/기술직,서울,3,3,,0,0,3,3,2,3,3,2,3,4,2,3,3,3,1,0,1,0,2,4,4,4,4,4,7,3
2,1,0,0,1e0db92,1,52,사무/기술직,인천,2,2,1,1,0,4,3,4,4,4,4,4,4,4,4,4,4,1,1,0,0,3,4,4,5,3,4,6,4
2,1,0,0,f576ed8,1,27,대학생,서울,4,4,,0,0,3,3,4,2,2,4,3,3,4,3,2,3,0,0,0,1,3,4,2,5,4,5,5,4
2,1,0,0,5c5b5aa,1,51,기타,경북,4,4,2,0,1,4,1,5,1,1,5,5,5,1,5,5,5,1,0,1,0,1,3,5,5,4,4,2,4
2,1,0,0,b015479,1,53,판매/영업 서비스직,인천,2,2,1,1,0,2,3,3,3,3,2,3,3,1,3,2,3,0,0,1,0,2,3,3,3,4,4,6,3
2,1,0,0,43b1116,1,27,사무/기술직,충북,3,3,4,0,0,1,4,2,4,4,1,2,1,1,2,1,1,1,0,1,0,2,4,3,2,1,1,6,11
2,1,0,0,582378f,1,50,사무/기술직,경기,4,4,,0,0,4,2,4,2,2,3,4,4,2,4,4,4,0,0,1,0,2,3,3,4,3,3,6,6
2,1,0,0,62b6618,1,34,사무/기술직,경남,2,2,1,1,0,3,3,3,2,3,3,4,4,2,4,4,4,1,0,1,0,3,3,2,4,4,3,6,3
2,1,0,0,def9779,1,25,무직,경기,1,1,1,1,0,4,3,2,1,2,2,3,3,2,3,2,3,0,0,1,0,1,4,5,4,5,5,4,11
2,1,0,0,6c27206,1,51,사무/기술직,경기,2,2,1,1,0,3,1,4,1,1,2,3,3,2,3,3,2,0,0,1,0,1,2,2,4,4,4,8,4
2,1,0,0,2840f52,1,46,사무/기술직,서울,3,3,,0,0,2,4,2,2,3,1,3,4,2,3,1,2,0,0,1,0,1,2,1,5,4,5,6,7
2,1,0,0,8a0ca7e,0,41,사무/기술직,경기,3,3,1,1,0,3,2,2,2,2,3,4,3,1,3,3,4,0,0,1,0,3,4,4,4,4,4,4,8
2,1,0,0,69b7747,1,50,경영/관리직,서울,2,2,1,1,0,3,1,5,1,1,4,5,5,2,4,4,5,0,0,1,0,1,3,2,5,5,5,6,6
2,1,0,0,44815e6,0,50,기능/작업직,부산,3,3,1,1,0,4,1,5,1,1,5,5,5,1,4,5,5,1,0,1,0,1,2,2,5,5,5,2,5
2,1,0,0,77548df,0,45,기타,서울,2,2,3,1,0,5,2,4,1,1,2,4,4,2,3,3,4,0,0,1,0,1,3,4,4,4,4,6,6
2,1,0,0,f5f591e,1,38,경영/관리직,경기,1,1,1,1,0,1,2,4,2,2,3,4,4,2,2,2,3,1,0,1,0,2,2,4,4,5,5,4,6
2,1,0,0,e9a504d,0,34,전업주부,서울,3,3,,0,0,3,2,4,2,2,5,3,4,2,4,4,3,1,0,1,0,3,3,4,4,5,5,6,5
2,1,0,0,b66078c,0,36,사무/기술직,경기,3,3,,0,0,4,1,5,1,1,5,4,5,1,4,4,4,1,0,1,0,1,2,3,2,4,2,8,5
2,1,0,0,63224c0,0,52,전업주부,서울,3,3,1,1,0,3,3,4,2,2,4,4,4,2,4,4,4,0,0,1,0,2,4,4,4,4,4,6,3
2,1,0,0,e3befaa,1,28,사무/기술직,경북,3,3,,0,0,2,1,5,1,1,4,4,4,2,5,4,5,1,0,1,0,1,4,2,3,4,4,6,3
2,1,0,0,5f3c5b4,1,32,사무/기술직,서울,2,2,,0,0,3,3,3,3,3,3,4,3,3,3,3,3,1,0,1,0,2,3,3,3,3,3,8,4
2,1,0,0,a0c9961,0,40,경영/관리직,서울,3,3,,0,0,4,1,5,1,1,2,5,5,2,4,5,5,0,0,0,1,1,3,2,5,5,4,6,11
2,1,0,0,38667cd,1,30,자유/전문직,경기,5,5,2,0,1,1,2,4,3,2,3,4,4,1,3,2,4,1,0,1,0,2,4,2,3,4,4,6,4
2,1,0,0,07f8d11,0,39,전업주부,경남,2,2,1,1,0,4,1,4,1,1,4,5,5,2,4,4,4,0,0,1,0,2,2,2,4,4,4,6,4
2,1,0,0,ff00731,0,28,판매/영업 서비스직,부산,3,3,,0,0,5,1,1,3,3,4,3,4,3,4,4,4,1,0,0,1,3,3,4,4,4,4,6,3
2,1,0,0,05c42ac,1,57,자유/전문직,서울,2,2,1,1,0,4,3,3,3,3,3,4,4,2,4,4,4,1,0,1,0,3,3,4,4,4,4,6,2
2,1,0,0,5cafdf8,0,34,사무/기술직,서울,,3,,0,0,4,1,5,1,2,3,5,5,2,5,3,5,0,0,1,0,1,3,3,3,2,2,6,3
2,1,0,0,9fc1249,0,24,대학원생,서울,2,2,1,1,0,5,1,5,1,1,2,5,5,1,5,5,5,0,0,1,0,1,4,2,5,4,4,7,7
