"","group","treated","treated_male","treated_upvotes","id","male","age","job_raw","region_raw","poli_conserv","poli_conserv_fill","party_raw","party_liberal","party_conserv","metoo_attitude","comm_attitude","comm_hate","comm_liking","comm_user_attitude","comm_report","reply_attitude","reply_upvotes","reply_maleportion","reply_socialnorm","reply_liking","reply_user_attitude","reply_user_realname","reply_user_male","reply_user_female","reply_user_dontknow","reply_report","youtube_attitude","youtube_selfcorrection","youtube_regulation","law_individual","law_company","education","income"
"148","1",0,0,0,"f3ae14e",1,24,"사무/기술직","서울",4,4,2,0,1,2,0.5,0.5,1,0.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-1,-1,-1,8,4
"149","1",0,0,0,"d98d1a3",0,45,"전업주부","서울",2,2,3,1,0,2,-1,1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,1,0.5,0.5,6,11
"150","1",0,0,0,"61af7b3",1,58,"판매/영업 서비스직","서울",3,3,NA,0,0,2,0.5,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,1,1,1,1,6,8
"151","1",0,0,0,"29c7367",0,57,"전업주부","경기",NA,3,2,0,1,4,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,0.5,0,2,3
"152","1",0,0,0,"65be8b9",0,22,"대학생","경기",NA,3,NA,0,0,3,-0.5,0.5,-1,-0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,5,5
"153","1",0,0,0,"a23e9b7",0,23,"판매/영업 서비스직","경기",3,3,NA,0,0,2,-0.5,0.5,-1,-0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0,0,0,1,3
"154","1",0,0,0,"cb29897",0,47,"무직","경기",2,2,NA,0,0,3,-0.5,0.5,-1,-0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0.5,0.5,0.5,5,7
"155","1",0,0,0,"cc173a2",1,55,"자영업","부산",2,2,1,1,0,5,-1,1,-1,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,1,1,1,4,3
"156","1",0,0,0,"7ff6801",0,48,"기능/작업직","경기",4,4,2,0,1,3,0,-0.5,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0,0.5,6,8
"157","1",0,0,0,"c8a828c",1,26,"사무/기술직","경기",4,4,NA,0,0,2,0,0.5,0,-0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,-1,1,0,0.5,6,4
"158","1",0,0,0,"aa50bac",1,51,"경영/관리직","서울",3,3,NA,0,0,5,-1,1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.5,1,1,1,6,11
"159","1",0,0,0,"4cdda7c",0,47,"사무/기술직","서울",4,4,NA,0,0,4,0,-0.5,-0.5,-0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0,0,0,2,5
"160","1",0,0,0,"957b50b",1,54,"기타","제주",2,2,1,1,0,4,0,0,-0.5,0,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0.5,0.5,0.5,4,5
"161","1",0,0,0,"53338e3",0,39,"전업주부","대구",3,3,1,1,0,3,-1,1,-1,-1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,1,1,1,6,3
"162","1",0,0,0,"3b12c53",0,40,"전업주부","서울",2,2,1,1,0,3,0,0,-1,-0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,1,1,1,6,8
"163","1",0,0,0,"89ddaad",0,50,"판매/영업 서비스직","서울",2,2,1,1,0,3,-0.5,0.5,-1,-0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.5,0.5,0,0,6,4
"164","1",0,0,0,"e15114a",0,59,"전업주부","경기",4,4,NA,0,0,5,-0.5,0.5,-1,-0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1,1,1,1,4,5
"165","1",0,0,0,"cfee973",0,46,"사무/기술직","인천",3,3,NA,0,0,4,-1,1,-1,-1,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,1,1,-0.5,0.5,2,9
"166","1",0,0,0,"672538c",0,57,"자영업","대구",3,3,1,1,0,4,-1,1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,1,6,8
"167","1",0,0,0,"85590f6",0,47,"자영업","서울",2,2,1,1,0,4,-0.5,0.5,-1,-0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.5,0.5,0.5,0.5,4,4
"168","1",0,0,0,"c26dfae",0,58,"기타","경기",4,4,2,0,1,4,-0.5,0.5,-0.5,-0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,3
"169","1",0,0,0,"dcc7014",0,51,"자영업","서울",3,3,NA,0,0,3,-1,0.5,0.5,-0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,-0.5,1,0.5,0.5,6,5
"170","1",0,0,0,"d58282d",0,27,"판매/영업 서비스직","인천",2,2,6,0,0,5,-1,1,-1,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,-0.5,1,0.5,6,3
"171","1",0,0,0,"4bbe558",0,53,"전업주부","서울",2,2,NA,0,0,5,-1,1,-1,-1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,1,1,0.5,2,10
"172","1",0,0,0,"52447b2",1,51,"사무/기술직","서울",2,2,1,1,0,4,-0.5,0.5,-0.5,-0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,0.5,0.5,0.5,6,11
"173","1",0,0,0,"d2eff2a",0,46,"자유/전문직","경기",2,2,NA,0,0,4,-0.5,0.5,-1,-0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,1,0.5,1,8,6
"174","1",0,0,0,"cd76fb1",0,34,"사무/기술직","경기",4,4,4,0,0,4,-0.5,1,-1,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.5,1,1,1,8,4
"175","1",0,0,0,"9104fa2",1,26,"사무/기술직","경남",4,4,NA,0,0,2,0,0,-0.5,0,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.5,-0.5,-0.5,-0.5,6,6
"176","1",0,0,0,"09d8a1c",1,27,"무직","충북",3,3,NA,0,0,1,0,-0.5,0.5,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,-1,0.5,6,7
"177","1",0,0,0,"a1baa32",0,39,"사무/기술직","전북",3,3,NA,0,0,2,-1,1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,1,0.5,1,6,6
"178","1",0,0,0,"2e7a5a0",0,51,"사무/기술직","부산",2,2,NA,0,0,5,-1,1,-1,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,1,1,6,7
"179","1",0,0,0,"60e1516",1,33,"자유/전문직","경기",3,3,1,1,0,2,-0.5,-0.5,-0.5,-0.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,-0.5,-0.5,-0.5,6,9
"180","1",0,0,0,"ed35722",1,58,"자유/전문직","강원",2,2,4,0,0,4,-0.5,-0.5,0,-0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0.5,0.5,8,6
"181","1",0,0,0,"da262a6",0,47,"전업주부","부산",2,2,1,1,0,3,-0.5,0.5,-1,-0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0,1,6,7
"182","1",0,0,0,"52a7249",0,32,"전업주부","경기",3,3,NA,0,0,4,0,0,-1,0,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.5,1,1,6,5
"183","1",0,0,0,"8c36e60",0,42,"사무/기술직","대구",3,3,NA,0,0,4,-1,1,-1,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0.5,0.5,0.5,8,7
"184","1",0,0,0,"2aa655f",1,25,"무직","경남",4,4,NA,0,0,1,0,0,-0.5,0,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,-0.5,-0.5,6,4
"185","1",0,0,0,"7110b0c",0,37,"경영/관리직","경기",2,2,1,1,0,3,0,-0.5,-0.5,0,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.5,0.5,0.5,0,6,5
"186","1",0,0,0,"1af3b83",0,51,"전업주부","경기",3,3,NA,0,0,5,-1,1,-1,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,0.5,1,1,1,2,4
"187","1",0,0,0,"a5273a6",1,51,"경영/관리직","경기",1,1,1,1,0,4,0,0.5,-0.5,-0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,1,0,0,8,11
"188","1",0,0,0,"758f056",0,53,"경영/관리직","대구",3,3,NA,0,0,3,-0.5,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0.5,0,0,8,11
"189","1",0,0,0,"d73b534",0,53,"판매/영업 서비스직","경남",3,3,1,1,0,3,-0.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0.5,0.5,0.5,4,6
"190","1",0,0,0,"b702e0e",0,34,"전업주부","경기",2,2,1,1,0,5,-1,1,-1,-1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.5,0.5,0.5,0.5,4,8
"191","1",0,0,0,"a231ab9",1,24,"대학생","경기",NA,3,2,0,1,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,1
"192","1",0,0,0,"558de45",0,50,"자유/전문직","전남",2,2,1,1,0,4,-0.5,-0.5,-0.5,-0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0.5,0.5,0.5,6,4
"193","1",0,0,0,"ce75e4a",1,54,"사무/기술직","경기",1,1,1,1,0,5,-1,0,-1,-1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.5,0.5,2,6
"194","1",0,0,0,"00cde3e",0,55,"전업주부","서울",3,3,1,1,0,5,-1,0.5,-1,-1,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0.5,0.5,1,6,5
"195","1",0,0,0,"fcf1783",1,46,"기능/작업직","경기",4,4,2,0,1,4,0,-0.5,-0.5,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,1,0.5,0.5,2,4
"196","1",0,0,0,"e83509c",0,41,"자유/전문직","서울",3,3,NA,0,0,3,-0.5,-0.5,0.5,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,0.5,0.5,1,6,9
"197","1",0,0,0,"c025406",0,54,"자영업","전북",2,2,1,1,0,2,0.5,0,0,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,1,0.5,0.5,0,4,6
"198","1",0,0,0,"ec0eace",1,28,"사무/기술직","서울",3,3,NA,0,0,3,-1,-0.5,-1,-0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,1,1,1,6,5
"199","1",0,0,0,"e620ebd",1,28,"사무/기술직","인천",2,2,1,1,0,2,-0.5,0.5,-0.5,-0.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.5,-1,0.5,-0.5,6,7
"200","1",0,0,0,"9a06817",1,46,"자영업","광주",NA,3,1,1,0,4,0,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,0.5,0.5,4,4
"201","1",0,0,0,"98fe504",1,20,"대학생","제주",3,3,4,0,0,1,0,-0.5,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.5,-0.5,5,3
"202","1",0,0,0,"07ebaca",1,32,"사무/기술직","경기",NA,3,NA,0,0,2,-0.5,0,-1,-0.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.5,0,0,0,4,5
"203","1",0,0,0,"13fc346",1,55,"경영/관리직","서울",3,3,NA,0,0,4,-0.5,0.5,-1,-0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.5,0.5,0.5,0.5,6,11
"204","1",0,0,0,"c53b53f",1,53,"판매/영업 서비스직","경기",1,1,1,1,0,4,-0.5,0.5,-1,-0.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0,-1,0,6,9
"205","1",0,0,0,"a321542",0,33,"사무/기술직","경기",2,2,1,1,0,5,-1,1,-1,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.5,0.5,0.5,0.5,6,8
"206","1",0,0,0,"1338a5d",1,50,"자유/전문직","서울",4,4,NA,0,0,3,0.5,-0.5,0,0,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,1,1,8,4
"207","1",0,0,0,"8ac1d84",0,41,"사무/기술직","경기",3,3,1,1,0,4,-1,0.5,-1,-1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0.5,0.5,1,4,5
"208","1",0,0,0,"c1c8875",0,34,"전업주부","부산",3,3,1,1,0,5,-1,1,-1,-1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,0,-0.5,0,0.5,6,6
"209","1",0,0,0,"1fcca93",0,49,"전업주부","인천",3,3,NA,0,0,3,-0.5,0.5,-1,-0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.5,-0.5,0.5,0,6,6
"210","1",0,0,0,"a9c8e23",1,38,"사무/기술직","서울",3,3,1,1,0,3,-0.5,0.5,-1,-0.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,-0.5,0.5,0.5,4,4
"211","1",0,0,0,"58f3c1a",1,42,"기타","전북",3,3,1,1,0,3,0.5,0,0,0,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0,4,2
"212","1",0,0,0,"f3bef73",1,51,"경영/관리직","경기",2,2,1,1,0,2,-1,1,-1,-0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.5,0.5,1,6,6
"213","1",0,0,0,"3b7c0ec",1,32,"자유/전문직","경기",3,3,NA,0,0,3,-0.5,-0.5,-0.5,0,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.5,0,0,8,3
"214","1",0,0,0,"31dc400",1,51,"사무/기술직","서울",3,3,3,1,0,4,-1,1,1,-0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,0.5,2,4
"215","1",0,0,0,"66c6dfc",0,30,"전업주부","서울",2,2,1,1,0,3,-0.5,0.5,-1,-0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.5,0.5,0.5,0.5,6,6
"216","1",0,0,0,"3b9b861",0,50,"사무/기술직","서울",4,4,1,1,0,4,-0.5,0.5,-0.5,-0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0.5,0.5,0.5,6,7
"217","1",0,0,0,"5df307b",1,57,"경영/관리직","서울",2,2,1,1,0,4,-1,0.5,-0.5,-0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0.5,0.5,0.5,6,5
"218","1",0,0,0,"59390ae",0,45,"사무/기술직","전남",2,2,1,1,0,4,-0.5,0.5,0,-0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,0.5,0.5,5,6
"219","1",0,0,0,"d729f35",0,41,"자영업","경북",3,3,NA,0,0,4,-0.5,0.5,-1,-0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,0.5,0.5,4,8
"220","1",0,0,0,"50cca08",0,56,"전업주부","경기",4,4,2,0,1,4,-1,1,-1,-1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0.5,0.5,1,1,6,6
"221","1",0,0,0,"4a818da",1,32,"대학원생","인천",1,1,1,1,0,3,-0.5,-0.5,-1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0.5,0.5,7,3
"222","1",0,0,0,"2e98c76",0,49,"전업주부","경남",4,4,2,0,1,4,0,-0.5,-0.5,-0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,1,0.5,0.5,2,4
"223","1",0,0,0,"09ee6df",0,55,"기타","서울",4,4,2,0,1,4,0,0,-0.5,-0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0.5,0.5,6,9
"224","1",0,0,0,"8acd6ab",0,52,"전업주부","경기",NA,3,NA,0,0,1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,8,1
"225","1",0,0,0,"df2d3c0",0,40,"경영/관리직","서울",2,2,NA,0,0,4,-1,0.5,-1,-1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0.5,0.5,6,8
"226","1",0,0,0,"f30cf86",0,45,"전업주부","경기",NA,3,2,0,1,5,-0.5,1,-1,-0.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,0,0.5,1,1,2,4
"227","1",0,0,0,"c5e1076",1,49,"판매/영업 서비스직","경기",3,3,NA,0,0,3,0.5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,6,5
"228","1",0,0,0,"eabfedd",1,46,"사무/기술직","서울",2,2,1,1,0,1,1,-1,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,6,6
"229","1",0,0,0,"5466e09",1,44,"사무/기술직","서울",3,3,NA,0,0,3,-0.5,0.5,-1,-0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,0,0,1,0,6,5
"230","1",0,0,0,"1ccc5e3",1,44,"사무/기술직","경기",3,3,NA,0,0,2,0.5,0,0.5,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,-0.5,-0.5,4,6
"231","1",0,0,0,"f0c9b70",1,29,"대학생","경기",2,2,1,1,0,5,-1,1,-1,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,6,4
"232","1",0,0,0,"fbff568",1,47,"자영업","경기",3,3,2,0,1,3,0.5,0.5,0.5,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0,1,1,6,7
"233","1",0,0,0,"25dd930",0,38,"사무/기술직","경기",3,3,NA,0,0,3,-0.5,0,-0.5,-0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0,0,0,4,8
"234","1",0,0,0,"cc644e3",1,53,"경영/관리직","경기",2,2,1,1,0,3,0,0.5,-0.5,-0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,-0.5,-0.5,6,9
"235","1",0,0,0,"b1ee562",0,35,"사무/기술직","서울",2,2,1,1,0,5,0,0,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0.5,6,6
"236","1",0,0,0,"cf0ca6f",1,51,"사무/기술직","서울",2,2,1,1,0,3,0,0.5,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,-0.5,1,1,1,6,9
"237","1",0,0,0,"4c98866",0,54,"전업주부","서울",4,4,NA,0,0,4,-1,1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1,1,1,1,8,11
"238","1",0,0,0,"d500899",0,23,"자유/전문직","경기",2,2,1,1,0,4,0,1,-0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,0,0,0,2,3
"239","1",0,0,0,"02f20c1",1,51,"경영/관리직","광주",4,4,1,1,0,3,0,0,-0.5,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,5,9
"240","1",0,0,0,"25a5e37",1,35,"사무/기술직","서울",4,4,2,0,1,4,-0.5,0.5,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.5,0,0,0.5,6,9
"241","1",0,0,0,"4d71d80",1,37,"사무/기술직","경기",2,2,1,1,0,3,0,0.5,0,0,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,6,5
"242","1",0,0,0,"fca7672",0,54,"사무/기술직","인천",4,4,NA,0,0,5,-1,1,-1,-1,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,-0.5,0.5,0.5,0.5,2,11
"243","1",0,0,0,"2930e04",0,33,"기타","경남",NA,3,NA,0,0,3,0,0,-0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,0.5,0.5,4,3
"244","1",0,0,0,"2c2967a",0,38,"기능/작업직","서울",3,3,NA,0,0,5,-1,1,-1,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,1,1,1,6,6
"245","1",0,0,0,"13c6c77",1,51,"자영업","경기",3,3,NA,0,0,3,-0.5,0.5,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.5,-1,-1,-1,4,6
"246","1",0,0,0,"c354908",0,31,"사무/기술직","서울",3,3,NA,0,0,4,-0.5,0.5,-0.5,-0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,0,0,-0.5,6,5
"247","1",0,0,0,"e400189",1,25,"사무/기술직","서울",3,3,NA,0,0,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,5
"248","1",0,0,0,"b07b6c4",1,44,"사무/기술직","경기",3,3,2,0,1,3,0,0,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,6,5
"249","1",0,0,0,"0eb37fa",1,42,"기타","강원",NA,3,NA,0,0,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,6,4
"250","1",0,0,0,"9fd67c4",0,34,"전업주부","경기",2,2,1,1,0,4,-1,1,-1,-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,0.5,0.5,6,4
"251","2",1,0,0,"f68c27e",1,21,"판매/영업 서비스직","서울",2,2,1,1,0,3,-1,1,-1,-1,1,1,1,0.5,1,1,1,-1,1,-1,-1,-1,0,-1,1,1,1,6,8
"252","2",1,0,0,"9d660a9",1,55,"자유/전문직","서울",2,2,1,1,0,4,-0.5,-0.5,-0.5,-0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,1,-1,1,-1,-0.5,0.5,0.5,0.5,0,0.5,6,9
"253","2",1,0,0,"1330cef",1,56,"경영/관리직","서울",4,4,6,0,0,3,-0.5,0,-0.5,0,-0.5,0,0,0,0,-0.5,-0.5,-1,-1,1,-1,-0.5,0.5,0.5,0,0,0,6,8
"254","2",1,0,0,"cda00c7",1,51,"사무/기술직","강원",3,3,NA,0,0,3,0.5,0,-0.5,0,0,0.5,0.5,0,0,0,0.5,-1,-1,-1,1,-0.5,0.5,0.5,0.5,0,0.5,4,5
"255","2",1,0,0,"9b3634d",0,30,"사무/기술직","경기",1,1,1,1,0,3,-1,1,-0.5,-0.5,0,1,1,-1,0,0,0,1,-1,1,-1,-0.5,0.5,1,1,1,1,8,8
"256","2",1,0,0,"c69a6b5",1,46,"사무/기술직","경기",2,2,1,1,0,3,-0.5,0,-0.5,0,0,0.5,0.5,0,0.5,0.5,0.5,1,-1,1,-1,-0.5,0,0,0.5,0,0.5,8,9
"257","2",1,0,0,"47795bd",1,51,"판매/영업 서비스직","충남",4,4,NA,0,0,3,-0.5,-0.5,-0.5,-0.5,0,0.5,0.5,-1,1,0.5,0.5,1,-1,1,-1,0,1,0.5,0,0.5,0.5,2,6
"258","2",1,0,0,"cbd622d",1,24,"대학생","서울",2,2,1,1,0,3,-0.5,0.5,-1,-0.5,-0.5,0.5,0.5,-1,0.5,-1,0.5,1,-1,1,-1,-1,0,0,0,0,0,5,4
"259","2",1,0,0,"eb6c360",1,50,"사무/기술직","경기",3,3,NA,0,0,4,0,0.5,-0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,0,0.5,1,-1,1,-1,-1,0.5,0.5,0,0.5,0.5,6,7
"260","2",1,0,0,"781598f",1,54,"판매/영업 서비스직","대전",4,4,2,0,1,4,0,0,0,-0.5,0,0.5,1,-0.5,0.5,0.5,0.5,1,-1,1,-1,0,0.5,0,0,0,0,6,7
"261","2",1,0,0,"5024615",1,37,"자유/전문직","서울",2,2,1,1,0,4,-1,1,-1,-1,-0.5,1,1,-0.5,1,1,0.5,-1,-1,1,-1,-1,0.5,0,0,0.5,0.5,6,11
"262","2",1,0,0,"5b9ce09",0,30,"사무/기술직","서울",4,4,1,1,0,5,-1,1,-1,-1,1,1,1,-0.5,1,1,1,1,-1,1,-1,-1,0,-0.5,0.5,1,1,6,6
"263","2",1,0,0,"f956e47",0,28,"전업주부","경기",3,3,1,1,0,4,-0.5,0.5,-0.5,-0.5,-0.5,0.5,0.5,-0.5,0,0,0.5,1,-1,1,-1,-1,0,0,0,0.5,0.5,6,3
"264","2",1,0,0,"c1507f8",0,42,"경영/관리직","서울",4,4,2,0,1,4,-1,0.5,-0.5,-1,-0.5,1,0.5,-0.5,0.5,0.5,0.5,1,-1,1,-1,-1,0,0,-0.5,0,0.5,8,11
"265","2",1,0,0,"255569f",0,50,"사무/기술직","서울",3,3,2,0,1,2,0,0,-0.5,-0.5,0,0,0,-0.5,0,-1,0,-1,-1,1,-1,-0.5,0,0,0,0,0,6,5
"266","2",1,0,0,"0f7cf2c",0,54,"자유/전문직","경기",4,4,NA,0,0,5,-1,0.5,-1,-0.5,0,0.5,0.5,-0.5,0,0,0.5,1,-1,1,-1,-0.5,0.5,0,0.5,0.5,0.5,6,10
"267","2",1,0,0,"330155c",1,46,"기능/작업직","인천",2,2,3,1,0,3,0,0,0,0,-0.5,0.5,0.5,-0.5,0,0,0,-1,-1,1,-1,-0.5,0,0.5,0.5,0.5,0.5,2,4
