"","group","treated","treated_male","treated_upvotes","id","male","age","job_raw","region_raw","poli_conserv","poli_conserv_fill","party_raw","party_liberal","party_conserv","metoo_attitude","comm_attitude","comm_hate","comm_liking","comm_user_attitude","comm_report","reply_attitude","reply_upvotes","reply_maleportion","reply_socialnorm","reply_liking","reply_user_attitude","reply_user_realname","reply_user_male","reply_user_female","reply_user_dontknow","reply_report","youtube_attitude","youtube_selfcorrection","youtube_regulation","law_individual","law_company","education","income"
"268","2",1,0,0,"7ded0dc",1,44,"경영/관리직","경기",2,2,1,1,0,4,0.5,-0.5,1,0.5,-0.5,1,1,-0.5,0.5,0.5,0.5,-1,-1,1,-1,0.5,0.5,0.5,0.5,0.5,0.5,4,5
"269","2",1,0,0,"88870ae",0,47,"사무/기술직","경기",5,5,1,1,0,5,-1,1,-1,-1,1,1,1,-1,1,1,1,-1,-1,1,-1,-1,0.5,0.5,1,1,1,5,7
"270","2",1,0,0,"97f06df",0,28,"무직","경남",3,3,NA,0,0,5,-1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,-1,0.5,0.5,0.5,1,1,6,5
"271","2",1,0,0,"017925b",0,51,"전업주부","경기",2,2,NA,0,0,3,-0.5,0.5,-0.5,-0.5,-0.5,0.5,0.5,-1,0,0,0,1,-1,1,-1,-0.5,0,-0.5,0,0.5,0.5,4,4
"272","2",1,0,0,"143d812",0,36,"전업주부","서울",4,4,2,0,1,4,-1,0.5,0.5,-1,0,0.5,0.5,-1,0,0.5,0.5,1,-1,1,-1,-1,0.5,0,0.5,0,0.5,6,8
"273","2",1,0,0,"37b67bb",1,21,"대학생","경기",3,3,NA,0,0,3,-0.5,0.5,-0.5,-0.5,0,0.5,0,-0.5,0.5,0,0,1,-1,1,-1,-0.5,0.5,0.5,0,-0.5,-0.5,5,11
"274","2",1,0,0,"ce1e41b",1,34,"무직","부산",NA,3,NA,0,0,3,-0.5,0,-0.5,-0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,0.5,1,-1,1,-1,-0.5,0.5,0,0.5,1,1,2,3
"275","2",1,0,0,"63163e8",1,49,"사무/기술직","인천",2,2,5,1,0,5,-1,1,-1,-1,1,0.5,0.5,0,0.5,0.5,0.5,-1,-1,-1,1,-0.5,0,0,1,1,1,8,4
"276","2",1,0,0,"04570a6",0,22,"대학생","서울",3,3,3,1,0,5,-1,0.5,-1,-1,0.5,1,1,-0.5,0,0.5,0.5,-1,-1,1,-1,-1,0,0.5,0.5,0.5,0.5,3,3
"277","2",1,0,0,"c0a8884",0,33,"사무/기술직","대전",2,2,NA,0,0,5,-1,1,-0.5,-0.5,0.5,1,1,-0.5,1,1,1,-1,-1,1,-1,1,0,0.5,1,1,1,6,3
"278","2",1,0,0,"adc1162",0,29,"사무/기술직","서울",2,2,1,1,0,5,-1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,-1,0,-1,0,1,1,6,11
"279","2",1,0,0,"c2b6792",1,32,"사무/기술직","경남",4,4,2,0,1,2,-0.5,1,-1,-1,0,0.5,0.5,-1,0.5,0,-0.5,1,-1,1,-1,0,-0.5,1,1,0.5,0.5,6,4
"280","2",1,0,0,"fef99c5",1,36,"자유/전문직","경기",3,3,1,1,0,4,-1,1,-1,-1,1,1,0.5,-0.5,0.5,1,1,1,-1,1,-1,-1,0.5,0.5,0.5,1,1,5,3
"281","2",1,0,0,"79967aa",0,30,"사무/기술직","서울",NA,3,NA,0,0,5,-1,1,-1,-1,1,1,0,-0.5,0,1,1,1,-1,1,-1,-1,0.5,0,0.5,0.5,0.5,6,6
"282","2",1,0,0,"93c8f0b",1,41,"기능/작업직","경북",3,3,4,0,0,2,0,-0.5,-0.5,0,-1,0,0,-1,0,-1,0,-1,-1,1,-1,-1,-1,-1,0.5,-1,-1,2,2
"283","2",1,0,0,"2a74cdc",0,27,"자유/전문직","서울",2,2,3,1,0,4,-1,1,-1,-1,-0.5,1,1,0,0.5,-0.5,0.5,1,-1,1,-1,-1,0.5,0,0,0.5,0.5,6,7
"284","2",1,0,0,"edc3002",1,44,"경영/관리직","경기",4,4,NA,0,0,2,0,-0.5,0.5,0.5,-0.5,0.5,0.5,-1,0.5,0,0,-1,-1,1,-1,-0.5,0.5,0.5,-0.5,-0.5,-0.5,6,9
"285","2",1,0,0,"50ce52e",1,24,"무직","부산",NA,3,NA,0,0,3,-0.5,0.5,-0.5,-0.5,-0.5,0,0,-0.5,0,-0.5,0,1,-1,-1,1,-0.5,0,0,0.5,0,0.5,2,6
"286","2",1,0,0,"ebc243d",0,34,"사무/기술직","서울",2,2,1,1,0,4,-0.5,0.5,-0.5,-0.5,0,0.5,0.5,0,0,0.5,0.5,-1,-1,1,-1,-1,0,0,0,0.5,0.5,6,6
"287","2",1,0,0,"482af77",1,36,"사무/기술직","서울",2,2,1,1,0,3,-0.5,0.5,-0.5,-0.5,0.5,0.5,0.5,-0.5,0.5,0.5,0.5,-1,-1,1,-1,-0.5,0.5,0.5,0,0.5,0.5,6,4
"288","2",1,0,0,"b61b69c",1,31,"사무/기술직","서울",3,3,NA,0,0,3,-0.5,0,-1,-1,0.5,1,1,-0.5,0.5,1,1,1,-1,1,-1,-0.5,0.5,-0.5,1,0.5,0.5,8,8
"289","2",1,0,0,"da20deb",1,40,"사무/기술직","서울",2,2,1,1,0,3,0,0,-0.5,0,-0.5,0.5,0.5,-0.5,0.5,0,0,-1,-1,1,-1,-0.5,0.5,0.5,0,0,0,6,6
"290","2",1,0,0,"3efb2fe",0,30,"사무/기술직","경북",2,2,NA,0,0,4,-0.5,0,-1,-0.5,0,1,0.5,-0.5,0.5,1,1,1,-1,1,-1,-1,0,0,1,0.5,1,6,6
"291","2",1,0,0,"e5f8dfb",1,24,"대학생","서울",3,3,NA,0,0,3,0,-0.5,-0.5,0,-0.5,0.5,0,0,0.5,0,0,-1,-1,-1,1,-1,0.5,-0.5,0.5,1,0,5,7
"292","2",1,0,0,"bc2aa39",1,21,"자유/전문직","강원",4,4,2,0,1,3,-0.5,0.5,-0.5,-0.5,0,-0.5,0,0,0,-0.5,0,1,-1,1,-1,-0.5,0.5,-0.5,-0.5,0,-0.5,4,7
"293","2",1,0,0,"febfdf0",1,20,"대학생","광주",3,3,1,1,0,1,-0.5,0.5,-1,-0.5,0,0.5,0,0,1,0,1,-1,-1,-1,1,-1,0.5,1,-0.5,0,0.5,5,6
"294","2",1,0,0,"1fa8e17",0,34,"자영업","경남",3,3,2,0,1,3,0,0.5,-1,0,-1,0.5,0,-0.5,0.5,-1,0,-1,-1,1,-1,-1,0,-0.5,0.5,0.5,0,2,3
"295","2",1,0,0,"f498fa0",1,20,"대학생","서울",3,3,NA,0,0,3,-0.5,-1,-0.5,-0.5,0,1,0.5,-0.5,0.5,0,0.5,-1,-1,-1,1,-1,0,0.5,0.5,0,0,5,1
"296","2",1,0,0,"0eb2177",1,21,"대학생","서울",3,3,1,1,0,2,0.5,0.5,-0.5,0,-0.5,0.5,0.5,-0.5,0.5,-0.5,0,-1,-1,1,-1,-0.5,0.5,0.5,0.5,-0.5,0.5,5,10
"297","2",1,0,0,"2194f77",1,31,"사무/기술직","서울",4,4,1,1,0,3,0,0,-0.5,0,-0.5,0,0,-0.5,0,0,0,-1,-1,1,-1,-0.5,0,0,0,0.5,0.5,6,8
"298","2",1,0,0,"edd57fd",1,39,"기능/작업직","대전",3,3,1,1,0,3,-0.5,1,-1,-0.5,0.5,1,1,-0.5,0.5,1,1,-1,-1,1,-1,-0.5,0,0.5,1,1,1,6,5
"299","2",1,0,0,"3c49a6f",1,32,"사무/기술직","충북",4,4,1,1,0,2,0,-1,-0.5,0,-1,0.5,0,-1,-1,-1,-0.5,-1,-1,-1,1,-1,0,-1,1,-1,-0.5,6,7
"300","2",1,0,0,"0eb09b1",1,51,"경영/관리직","인천",4,4,3,1,0,3,0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-1,0.5,-0.5,-0.5,-1,-1,1,-1,-0.5,0,0,0.5,0.5,0.5,2,6
"301","2",1,0,0,"c28ae48",1,50,"경영/관리직","서울",4,4,NA,0,0,4,-0.5,0.5,-1,-1,1,1,1,0,1,1,1,-1,-1,1,-1,-1,0,0,0.5,1,1,6,10
"302","2",1,0,0,"937b974",1,57,"자영업","서울",2,2,1,1,0,3,-0.5,0.5,-0.5,-0.5,-0.5,0.5,0.5,-1,0,0.5,0,-1,-1,1,-1,-0.5,0,0,0.5,-0.5,0,6,11
"303","2",1,0,0,"5917e51",0,22,"대학생","서울",3,3,NA,0,0,3,0,0,-0.5,-0.5,0,0,0,-0.5,0,-0.5,0,-1,-1,1,-1,-0.5,0,-0.5,0.5,0.5,0.5,5,11
"304","2",1,0,0,"cb2cc6a",0,27,"사무/기술직","서울",NA,3,NA,0,0,3,-1,1,0.5,-1,-1,0.5,1,0,0,-0.5,0,-1,-1,-1,1,-1,0,-0.5,0.5,0.5,0.5,6,4
"305","2",1,0,0,"199edf9",0,53,"전업주부","인천",2,2,1,1,0,5,-1,-1,-1,-1,1,1,1,0.5,1,1,1,-1,-1,1,-1,-1,0,0,1,1,1,2,8
"306","2",1,0,0,"164baa4",0,51,"전업주부","서울",4,4,1,1,0,2,-0.5,0.5,-0.5,-0.5,0,0.5,0.5,-1,0.5,0.5,0.5,-1,-1,1,-1,0,0,-0.5,0.5,0.5,0.5,2,5
"307","2",1,0,0,"cba8b27",1,48,"경영/관리직","서울",2,2,1,1,0,2,0,0,0.5,0.5,-0.5,-0.5,-0.5,-1,0,-0.5,0,-1,-1,1,-1,-0.5,0.5,-1,1,1,1,6,9
"308","2",1,0,0,"5168751",1,40,"무직","인천",2,2,1,1,0,2,-0.5,0.5,-1,-0.5,0,0.5,0,-0.5,0,0,0.5,1,-1,1,-1,-1,0.5,-0.5,0.5,0.5,0.5,6,2
"309","2",1,0,0,"c5dd4b9",0,25,"자유/전문직","경기",2,2,NA,0,0,4,-1,1,1,-1,1,1,0,-1,1,1,1,1,-1,-1,1,-1,0,0,1,1,1,8,9
"310","2",1,0,0,"48d7657",0,26,"사무/기술직","경남",2,2,1,1,0,3,-1,1,-1,-1,-0.5,-0.5,0,-1,0.5,-0.5,-0.5,1,-1,1,-1,-1,0.5,0.5,0,0.5,0.5,7,3
"311","2",1,0,0,"95e5345",0,24,"무직","경기",4,4,NA,0,0,4,-1,1,-1,-1,0.5,1,0.5,-0.5,0.5,0.5,1,-1,-1,1,-1,-1,0,-0.5,0,0,0,6,3
"312","2",1,0,0,"d2a03fc",1,22,"무직","충남",5,5,2,0,1,2,0.5,-0.5,1,0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,0.5,1,-1,1,-1,-0.5,1,1,0,-1,1,5,4
"313","2",1,0,0,"f66d36d",1,24,"대학생","부산",3,3,NA,0,0,2,0,0,-1,0,-1,0,-0.5,-0.5,0,-1,0,-1,-1,1,-1,-1,0.5,-0.5,0,0,0,5,7
"314","2",1,0,0,"d24680b",0,28,"사무/기술직","경기",NA,3,1,1,0,4,-1,0.5,-1,-0.5,0,0.5,0.5,-0.5,0.5,0.5,0.5,-1,-1,1,-1,-0.5,0.5,0.5,0.5,0.5,0.5,4,6
"315","2",1,0,0,"e28dcaa",1,40,"사무/기술직","경기",NA,3,1,1,0,3,-0.5,0.5,-0.5,-0.5,0.5,0,0,-0.5,0,0,0.5,-1,-1,-1,1,0,0,0.5,0.5,0.5,0.5,6,3
"316","2",1,0,0,"b503d9b",0,42,"자유/전문직","경기",2,2,1,1,0,3,-0.5,1,-1,-1,-0.5,0,0,-0.5,0,-0.5,0.5,-1,-1,1,-1,-1,-0.5,-0.5,1,0.5,0.5,2,5
"317","2",1,0,0,"5e9d2a4",0,27,"자유/전문직","경기",NA,3,NA,0,0,3,-1,1,-1,-1,-0.5,0.5,0,-1,0,-0.5,0,1,-1,1,-1,-1,0,0.5,0.5,0.5,0,7,11
"318","2",1,0,0,"836c409",0,28,"자유/전문직","경기",3,3,1,1,0,5,-1,1,-1,-1,0.5,0.5,1,1,0.5,0.5,0.5,1,-1,1,-1,-1,0.5,0.5,0.5,0.5,0.5,6,5
"319","2",1,0,0,"c5b5f70",0,25,"대학원생","서울",NA,3,NA,0,0,4,-1,1,0,-1,0,1,1,-0.5,0.5,1,1,-1,-1,-1,1,-1,0,0.5,0.5,1,0,7,2
"320","2",1,0,0,"0a95e6d",1,27,"사무/기술직","경기",3,3,NA,0,0,3,0,0.5,-1,-0.5,0,0.5,0.5,-1,0,-0.5,0,1,-1,1,-1,-1,0,-0.5,0,0.5,0.5,5,11
"321","2",1,0,0,"92d5ef7",1,58,"자영업","전북",2,2,1,1,0,4,0,0,0,0,0,-0.5,-0.5,-1,-0.5,-0.5,-0.5,-1,-1,1,-1,-0.5,-0.5,-1,1,0,1,6,5
"322","2",1,0,0,"a9ebbf4",0,46,"사무/기술직","서울",4,4,NA,0,0,3,-1,1,-1,-1,0.5,1,1,-0.5,0.5,1,1,1,-1,1,-1,-1,0.5,0.5,1,1,0.5,4,2
"323","2",1,0,0,"da2cf9d",1,47,"자유/전문직","서울",2,2,2,0,1,3,0,0,-0.5,0,-0.5,-0.5,-0.5,0,0,0,0,-1,-1,1,-1,-0.5,0,0,0,-0.5,-0.5,6,9
"324","2",1,0,0,"b317504",1,48,"판매/영업 서비스직","경기",2,2,1,1,0,5,-0.5,0.5,-0.5,-0.5,0,0.5,0.5,-0.5,0.5,0.5,0.5,-1,-1,1,-1,0,-0.5,0,1,0.5,0.5,2,5
"325","2",1,0,0,"46d4b05",0,59,"자유/전문직","경기",4,4,NA,0,0,4,0,0,0,0,-0.5,0.5,0.5,-0.5,0.5,-0.5,0.5,-1,-1,1,-1,-0.5,0,0.5,0.5,-0.5,0.5,4,5
"326","2",1,0,0,"ea7b80f",1,29,"사무/기술직","서울",4,4,2,0,1,4,-0.5,1,-1,-0.5,-0.5,0.5,0,-0.5,0,-0.5,0,1,-1,1,-1,-1,0.5,0.5,-0.5,-0.5,-1,6,5
"327","2",1,0,0,"466e124",0,52,"판매/영업 서비스직","경기",2,2,1,1,0,3,0,0,-0.5,0,-0.5,0,0,-0.5,0,0,0,1,-1,1,-1,-1,1,0.5,1,0.5,0,4,7
"328","2",1,0,0,"c6c52f9",0,27,"사무/기술직","서울",3,3,NA,0,0,3,0,-0.5,0,0,-0.5,0,0.5,-0.5,0,0,0,1,-1,1,-1,-0.5,0.5,0.5,0.5,0.5,0.5,7,3
"329","2",1,0,0,"1e0db92",1,52,"사무/기술직","인천",2,2,1,1,0,4,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,-1,-1,0,0.5,0.5,1,0,0.5,6,4
"330","2",1,0,0,"f576ed8",1,27,"대학생","서울",4,4,NA,0,0,3,0,0.5,-0.5,-0.5,0.5,0,0,0.5,0,-0.5,0,-1,-1,-1,1,0,0.5,-0.5,1,0.5,1,5,4
"331","2",1,0,0,"5c5b5aa",1,51,"기타","경북",4,4,2,0,1,4,-1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,-1,0,1,1,0.5,0.5,2,4
"332","2",1,0,0,"b015479",1,53,"판매/영업 서비스직","인천",2,2,1,1,0,2,0,0,0,0,-0.5,0,0,-1,0,-0.5,0,-1,-1,1,-1,-0.5,0,0,0,0.5,0.5,6,3
"333","2",1,0,0,"43b1116",1,27,"사무/기술직","충북",3,3,4,0,0,1,0.5,-0.5,0.5,0.5,-1,-0.5,-1,-1,-0.5,-1,-1,1,-1,1,-1,-0.5,0.5,0,-0.5,-1,-1,6,11
"334","2",1,0,0,"582378f",1,50,"사무/기술직","경기",4,4,NA,0,0,4,-0.5,0.5,-0.5,-0.5,0,0.5,0.5,-0.5,0.5,0.5,0.5,-1,-1,1,-1,-0.5,0,0,0.5,0,0,6,6
"335","2",1,0,0,"62b6618",1,34,"사무/기술직","경남",2,2,1,1,0,3,0,0,-0.5,0,0,0.5,0.5,-0.5,0.5,0.5,0.5,1,-1,1,-1,0,0,-0.5,0.5,0.5,0,6,3
"336","2",1,0,0,"def9779",1,25,"무직","경기",1,1,1,1,0,4,0,-0.5,-1,-0.5,-0.5,0,0,-0.5,0,-0.5,0,-1,-1,1,-1,-1,0.5,1,0.5,1,1,4,11
"337","2",1,0,0,"6c27206",1,51,"사무/기술직","경기",2,2,1,1,0,3,-1,0.5,-1,-1,-0.5,0,0,-0.5,0,0,-0.5,-1,-1,1,-1,-1,-0.5,-0.5,0.5,0.5,0.5,8,4
"338","2",1,0,0,"2840f52",1,46,"사무/기술직","서울",3,3,NA,0,0,2,0.5,-0.5,-0.5,0,-1,0,0.5,-0.5,0,-1,-0.5,-1,-1,1,-1,-1,-0.5,-1,1,0.5,1,6,7
"339","2",1,0,0,"8a0ca7e",0,41,"사무/기술직","경기",3,3,1,1,0,3,-0.5,-0.5,-0.5,-0.5,0,0.5,0,-1,0,0,0.5,-1,-1,1,-1,0,0.5,0.5,0.5,0.5,0.5,4,8
"340","2",1,0,0,"69b7747",1,50,"경영/관리직","서울",2,2,1,1,0,3,-1,1,-1,-1,0.5,1,1,-0.5,0.5,0.5,1,-1,-1,1,-1,-1,0,-0.5,1,1,1,6,6
"341","2",1,0,0,"44815e6",0,50,"기능/작업직","부산",3,3,1,1,0,4,-1,1,-1,-1,1,1,1,-1,0.5,1,1,1,-1,1,-1,-1,-0.5,-0.5,1,1,1,2,5
"342","2",1,0,0,"77548df",0,45,"기타","서울",2,2,3,1,0,5,-0.5,0.5,-1,-1,-0.5,0.5,0.5,-0.5,0,0,0.5,-1,-1,1,-1,-1,0,0.5,0.5,0.5,0.5,6,6
"343","2",1,0,0,"f5f591e",1,38,"경영/관리직","경기",1,1,1,1,0,1,-0.5,0.5,-0.5,-0.5,0,0.5,0.5,-0.5,-0.5,-0.5,0,1,-1,1,-1,-0.5,-0.5,0.5,0.5,1,1,4,6
"344","2",1,0,0,"e9a504d",0,34,"전업주부","서울",3,3,NA,0,0,3,-0.5,0.5,-0.5,-0.5,1,0,0.5,-0.5,0.5,0.5,0,1,-1,1,-1,0,0,0.5,0.5,1,1,6,5
"345","2",1,0,0,"b66078c",0,36,"사무/기술직","경기",3,3,NA,0,0,4,-1,1,-1,-1,1,0.5,1,-1,0.5,0.5,0.5,1,-1,1,-1,-1,-0.5,0,-0.5,0.5,-0.5,8,5
"346","2",1,0,0,"63224c0",0,52,"전업주부","서울",3,3,1,1,0,3,0,0.5,-0.5,-0.5,0.5,0.5,0.5,-0.5,0.5,0.5,0.5,-1,-1,1,-1,-0.5,0.5,0.5,0.5,0.5,0.5,6,3
"347","2",1,0,0,"e3befaa",1,28,"사무/기술직","경북",3,3,NA,0,0,2,-1,1,-1,-1,0.5,0.5,0.5,-0.5,1,0.5,1,1,-1,1,-1,-1,0.5,-0.5,0,0.5,0.5,6,3
"348","2",1,0,0,"5f3c5b4",1,32,"사무/기술직","서울",2,2,NA,0,0,3,0,0,0,0,0,0.5,0,0,0,0,0,1,-1,1,-1,-0.5,0,0,0,0,0,8,4
"349","2",1,0,0,"a0c9961",0,40,"경영/관리직","서울",3,3,NA,0,0,4,-1,1,-1,-1,-0.5,1,1,-0.5,0.5,1,1,-1,-1,-1,1,-1,0,-0.5,1,1,0.5,6,11
"350","2",1,0,0,"38667cd",1,30,"자유/전문직","경기",5,5,2,0,1,1,-0.5,0.5,0,-0.5,0,0.5,0.5,-1,0,-0.5,0.5,1,-1,1,-1,-0.5,0.5,-0.5,0,0.5,0.5,6,4
"351","2",1,0,0,"07f8d11",0,39,"전업주부","경남",2,2,1,1,0,4,-1,0.5,-1,-1,0.5,1,1,-0.5,0.5,0.5,0.5,-1,-1,1,-1,-0.5,-0.5,-0.5,0.5,0.5,0.5,6,4
"352","2",1,0,0,"ff00731",0,28,"판매/영업 서비스직","부산",3,3,NA,0,0,5,-1,-1,0,0,0.5,0,0.5,0,0.5,0.5,0.5,1,-1,-1,1,0,0,0.5,0.5,0.5,0.5,6,3
"353","2",1,0,0,"05c42ac",1,57,"자유/전문직","서울",2,2,1,1,0,4,0,0,0,0,0,0.5,0.5,-0.5,0.5,0.5,0.5,1,-1,1,-1,0,0,0.5,0.5,0.5,0.5,6,2
"354","2",1,0,0,"5cafdf8",0,34,"사무/기술직","서울",NA,3,NA,0,0,4,-1,1,-1,-0.5,0,1,1,-0.5,1,0,1,-1,-1,1,-1,-1,0,0,0,-0.5,-0.5,6,3
"355","2",1,0,0,"9fc1249",0,24,"대학원생","서울",2,2,1,1,0,5,-1,1,-1,-1,-0.5,1,1,-1,1,1,1,-1,-1,1,-1,-1,0.5,-0.5,1,0.5,0.5,7,7
"356","2",1,0,0,"09a21e6",1,43,"사무/기술직","서울",3,3,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,8,5
"357","2",1,0,0,"04317ec",1,37,"자영업","경기",2,2,1,1,0,2,0,0,0,0,-0.5,0.5,0,-0.5,0.5,0,0.5,1,-1,1,-1,-0.5,0,-0.5,-1,0,1,6,3
"358","2",1,0,0,"fc98efb",0,44,"경영/관리직","서울",2,2,1,1,0,4,-1,1,-1,-1,0.5,1,1,-1,0.5,1,1,1,-1,1,-1,-1,0,-1,1,1,1,2,6
"359","2",1,0,0,"ea342bd",1,41,"사무/기술직","인천",2,2,5,1,0,3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,-1,-1,0.5,0.5,0.5,0.5,0.5,0.5,6,7
"360","2",1,0,0,"a9944dd",1,45,"사무/기술직","서울",2,2,NA,0,0,3,-1,1,-1,-1,0,0.5,0.5,0,0.5,0,0.5,-1,-1,1,-1,-1,0,0.5,0.5,0.5,0.5,6,4
"361","2",1,0,0,"8dbbb6d",0,37,"사무/기술직","경기",2,2,1,1,0,1,0,0,-1,-0.5,-1,-0.5,-1,-0.5,-1,-1,-1,-1,-1,1,-1,-1,0,-1,0,0,0,6,6
"362","2",1,0,0,"569224f",0,31,"사무/기술직","서울",3,3,1,1,0,3,-0.5,0.5,-1,-0.5,0,0,0,-0.5,0,0,0,-1,-1,1,-1,-0.5,0.5,-0.5,0.5,0.5,0.5,6,7
"363","2",1,0,0,"fb830a3",1,50,"자영업","전남",3,3,NA,0,0,3,0,-0.5,0,0,-0.5,-0.5,-0.5,-1,0,-1,0,1,-1,1,-1,-1,0,0,0,0,0,6,5
"364","2",1,0,0,"13ce46d",1,28,"무직","인천",3,3,NA,0,0,3,0,0.5,-1,-0.5,0,0.5,0.5,-0.5,0,0,0.5,1,-1,1,-1,-0.5,0.5,0,0,0.5,0.5,6,3
"365","2",1,0,0,"fbd76d5",0,54,"전업주부","경기",4,4,NA,0,0,3,0,0,0,0,0,0,0,-0.5,0,0,0,-1,-1,1,-1,0,-0.5,0,0,-0.5,-0.5,6,7
"366","2",1,0,0,"6dfa62b",1,45,"사무/기술직","인천",2,2,1,1,0,3,0,0,-1,-0.5,0,0,0,-0.5,0,0,0,-1,-1,1,-1,0,0.5,0,0.5,0.5,1,6,5
"367","2",1,0,0,"f1a97e9",1,28,"자유/전문직","서울",4,4,NA,0,0,1,-0.5,-0.5,-0.5,-1,0,-0.5,-0.5,-1,-1,-1,-1,-1,-1,1,-1,-0.5,1,1,0.5,0.5,0.5,6,11
"368","2",1,0,0,"b69235c",0,23,"판매/영업 서비스직","서울",1,1,3,1,0,4,-1,1,-1,-1,1,1,1,-0.5,0.5,1,1,1,-1,-1,1,-1,0,0.5,1,0.5,1,2,4
"369","2",1,0,0,"2541aeb",1,49,"자영업","광주",2,2,1,1,0,5,-1,1,-1,-1,1,1,1,0,1,1,1,1,-1,1,-1,-1,1,0.5,1,1,1,6,8
"370","2",1,0,0,"1a2bee7",1,39,"사무/기술직","서울",3,3,NA,0,0,4,-0.5,0.5,0,-0.5,0,0.5,0.5,-0.5,-0.5,0.5,0.5,1,-1,1,-1,-0.5,0,-0.5,0.5,0.5,0.5,6,5
"371","2",1,0,0,"6d8b2fb",0,20,"대학생","광주",2,2,1,1,0,3,-1,1,-1,-1,1,0.5,0.5,-1,0.5,0.5,0.5,-1,-1,1,-1,-1,0.5,0,0.5,0.5,0.5,5,5
"372","2",1,0,0,"4852bfd",1,43,"사무/기술직","인천",4,4,NA,0,0,4,-1,1,-1,-1,1,0,0,-0.5,0.5,-0.5,0,-1,-1,1,-1,-1,0.5,0.5,-0.5,0.5,-0.5,6,6
"373","2",1,0,0,"42cced2",1,59,"무직","경북",4,4,2,0,1,2,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-1,-1,1,-1,-0.5,0,0.5,0.5,0.5,0.5,6,4
"374","2",1,0,0,"2bc38ad",1,51,"기능/작업직","인천",4,4,NA,0,0,3,-0.5,0,-0.5,-0.5,0,0.5,0.5,-0.5,0.5,0,0,-1,-1,1,-1,-0.5,0,0,0.5,0.5,0.5,2,3
"375","2",1,0,0,"cd968ff",0,48,"자유/전문직","서울",3,3,NA,0,0,4,0,0,0,0,-0.5,0.5,0,-0.5,0.5,0,0,1,-1,-1,1,0,0,0.5,0.5,0,0,6,7
"376","2",1,0,0,"8b2e912",1,38,"기타","광주",3,3,1,1,0,3,-0.5,-0.5,-0.5,0,-0.5,0.5,0,-0.5,0,-1,-0.5,-1,-1,1,-1,-1,0.5,0.5,0,1,0.5,6,5
"377","2",1,0,0,"da63dc2",1,34,"자영업","충남",4,4,2,0,1,3,0,0,-0.5,0,-0.5,0.5,0.5,0,0,0,0.5,-1,-1,1,-1,-0.5,0,0,0,0.5,0,6,7
"378","2",1,0,0,"fa2a206",1,46,"기능/작업직","서울",2,2,1,1,0,4,-0.5,0,-1,-0.5,-0.5,0.5,0,-0.5,0.5,0,0,1,-1,1,-1,0,0.5,0,0.5,0.5,0.5,4,6
"379","2",1,0,0,"9fc21cd",0,50,"판매/영업 서비스직","광주",4,4,NA,0,0,3,-1,1,-1,-1,0.5,1,1,-1,1,1,1,1,-1,1,-1,0.5,0,0.5,0.5,0.5,0.5,6,6
"380","2",1,0,0,"27f3f1c",1,38,"자영업","제주",3,3,1,1,0,3,-0.5,0.5,-0.5,-0.5,0,0.5,0.5,-0.5,0.5,0,0.5,-1,-1,1,-1,0,-0.5,-0.5,0.5,0.5,0.5,6,9
"381","2",1,0,0,"2140f0e",1,56,"사무/기술직","울산",4,4,2,0,1,3,-0.5,0.5,-1,-1,1,1,1,-0.5,1,1,1,1,-1,1,-1,-0.5,0.5,0.5,1,1,1,6,9
"382","2",1,0,0,"5b1317a",0,54,"자유/전문직","서울",3,3,1,1,0,4,-1,1,-1,-1,0.5,1,1,0,1,1,1,1,-1,-1,1,-1,0,0.5,0,0.5,0.5,8,3
"383","2",1,0,0,"385baa1",0,35,"사무/기술직","서울",2,2,NA,0,0,2,0.5,-0.5,0,0,-0.5,0.5,0,-0.5,0,0,0,1,-1,1,-1,-0.5,0,0,0,0,0,6,11
"384","2",1,0,0,"a20c7f0",0,49,"전업주부","경북",1,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,0.5,0.5,0.5,0.5,0.5,0.5,2,1
"385","2",1,0,0,"3b06ac3",1,56,"자유/전문직","경기",4,4,2,0,1,4,-0.5,0.5,-0.5,-0.5,0,0.5,0.5,-0.5,0.5,0.5,0.5,-1,-1,-1,1,-0.5,0,0.5,0.5,0,0,8,3
"386","2",1,0,0,"36ab129",1,29,"기타","서울",4,4,4,0,0,5,-0.5,0.5,-0.5,-0.5,0,0.5,0.5,-0.5,0.5,0,0.5,1,-1,1,-1,-0.5,0,-0.5,0.5,0.5,0.5,5,4
